Sentence,Sentiment
metso expect it net sale to increas by about in at compar exchang rate,positive
sabmil revenu hit by weaker em currenc,negative
the low capac utilis rate in steel product consider increas the fix cost per unit of steel produc,negative
slowli ad some fio here but gotta be care this will be one of biggest winner in,positive
ntc has a geograph presenc that complement ramir s exist network and bring us closer to our custom in the east bohemia region in the czechrepubl,positive
tesco share price down as grocer face sfo investig outcom,negative
accord to the ceo of nordea bank estonia vahur kraft nordea finland and stockmann have been cooper for more than ten year,positive
nihd insid got this one wrong look for bottom rsi under,negative
have a china base oper will not onli enabl us to fulli leverag our resourc and expertis in wireless solut but also strengthen our capabl to offer industry-lead product for our custom in china,positive
we are proud to welcom anoth distribut facil to north mississippi and the region known as the logist center of the unit state said gray swoop execut director of mda,positive
pretax profit decreas by to eur mn from eur mn,negative
at pm the omx helsinki index was pct lower at,neutral
a total of the order valu was book in the fourth quarter of and the remaind will be book in the second quarter of,neutral
the guidanc has been set at basi point over mid-swap the report said,neutral
the compani record revenu of e million dure the fiscal year end decemb an increas of over,positive
qcom chart qualcomm short retrac trendlin and resist,negative
tsla lot of green on the min watch the hour possibl resist current,positive
walter invest manag corp receiv a sell from compass point wac,negative
oper profit total eur mn up from a loss of eur mn in the fourth quarter of,positive
budapest august mti - finnish electron maker elcoteq will lay off worker at it plant in pec s hungari at the end of septemb becaus of fall order communic director for elcoteq s local unit zoltan krippl told mti on monday,negative
starbuck digit strategi to drive signific growth with custom loyalti sbux,positive
finnish scanfil a contract manufactur and system supplier for communic and industri electron report net sale of eur mn in the first half of down from eur mn a year earlier,negative
the compani said that sale in the three month to the end of march slid to eur m us m from eur m last year,negative
cloth chain seppñlñ s net sale increas by to eur mn,positive
with this acquisit the wireless modem unit and it approxim employe were transfer to renesa electron corpor,neutral
it will be oper by nokia and support by it nokia netact network and servic manag system,neutral
the truck featur an eco drive system - a fuel measur tool which store data particular to individu driver,neutral
updat easyjet passeng number aer lingus traffic up in februari,positive
bac in for swing trade look like want go up,positive
whitbread boss andi harrison defend sale fall as just a blip,negative
the fair valu of the compani s invest properti went down to eur billion at the end of from eur billion a year earlier,negative
in the first quarter of sacanfil s net sale total eur mn and it oper profit eur mn,neutral
mugatushair now it is time to short tsla,negative
tallink silja attribut the signific drop to problem with the book system that was taken into oper in octob the sale of trailer ferri sky wind and the rout between stockholm and riga which has won passeng from the helsinki-stockholm rout,negative
zurich insur consid offer for uk rival rsa insur,positive
the portfolio compris of m of leasabl space with a vacanc rate of rough let to around tenant of which two of the largest are the swedish govern and ericsson,neutral
smh got a sell signal on and need to take out to go higher otherwis head lower than gap below at,negative
oper profit in the fourth quarter fell to eurm from eurm a year earlier,negative
new morrison duo get former bosss support to diffus investor tension,positive
in contrast the compani s net loss for the third quarter of contract to eur million from eur million for the correspond period a year ago,positive
our aim is to understand differ traffic pattern base on the use of each build,neutral
earn per share ep for the first quarter amount to eur up from eur,positive
dixon carphon profit boost on strong sale,positive
tsla upgrad to buy argus w pt - youd almost think after pt run in week this would be the sell signal,positive
the hack had been extra nefari becaus the tweet activ without be click on - it was enough for web surfer to move their mous cursor over them,negative
jp morgan expect that scala will lower nobel biocar s growth forecast for from the current guidanc of - pct as well as the oper margin target from the current - pct,negative
in contempus generat revenu of nok approx,neutral
fiskar the world s scissor brand tm recent won learn -« magazin s teacher choic award for the classroom,positive
irish housebuild cairn home plan london list,positive
tekla will organ an inform meet for analyst and media at wtc helsinki marski meet room aleksanterinkatu the same day at - pm light lunch will be serv,neutral
oper profit for the three-month period increas from eur m while revenu increas from eur m as compar to the correspond period in,positive
f-secur a develop of secur solut as a servic through internet servic provid and mobil oper announc result from it annual onlin wellb survey,neutral
the share shall be repurchas through public trade for which reason the share are repurchas otherwis than in proport to the hold of the sharehold,neutral
the valu of the order is near eurm,neutral
the total valu of the project is valu at sek bn eur bn usd bn,neutral
crh add cr laurenc to acquisit talli for bn,positive
aapl beat the estim will still go down on lack of new product,negative
spi less than down and peopl are call it bearish some head for exit alreadi mayb down will be the crash disturbing!,negative
the earn in the compar period includ a capit gain of eur mn from the sale of omx share,neutral
pretax loss total eur mn compar to a loss of eur mn in the correspond period in,negative
the period s sale drop to eur m from eur m accord to the interim report releas today,negative
qualiti charger under chargz brand are sold in select retail store and other sale locat world-wid,neutral
dansk bank a- dansk dc jump percent to kroner rebound from yesterday s percent slide,positive
qcor a littl pullback is fine but if this eras all of today gain i cannot believ the manipul it capabl of,negative
storengi is the gdf suez compani that is dedic to the underground storag of natur gas,neutral
this new deal has strengthen the partnership from telemig celular and tecnomen which it has start sinc the begin of telemig s prepaid oper,positive
bbri hear rumour of a major joint ventur announc,positive
bhp billiton slash dividend post billion net loss,negative
net sale of kyro s main busi area glaston technolog a manufactur of glass process machin decreas to eur mn from eur mn in january-septemb,negative
in the czech republ the smaller profil unit at ostrava will be close and the machineri will be gradual reloc to ruukki s bigger plant in hungari poland and romania by the end of the first quarter of,neutral
saudi aramco shell plan to break up motiva divid up asset,negative
compar with the ftse index which fell point or on the day this was a relat price chang of,neutral
adpnew - feb - finland-bas steel maker rautaruukki oyj hel rtrks or ruukki said today it slip to a larger-than-expect pretax loss of eur million usd m in the fourth quarter of from a,negative
latvenergo has order a signific expans to the tekla xpower network inform system,positive
this transact will also ration our pulp and paper industri relat solut,positive
intuitiv clne gasolin price spike in california,positive
handelsbanken rank befor local cooper bank and aktia in custom loyalti this time too howev,positive
finnish ship compani finnlin pretax loss total eur mn in the third quarter of compar to a profit of eur mn in the third quarter of,negative
the initi estim total valu was eur and the final award valu was eur,neutral
the purpos of this action is to ensur compani s cost effect this year and in the near futur,positive
dmnd green and move,positive
cat is hangin on my a thread click away from a cliff drop need follow through or snap-back on the vix,negative
order intak grew by year-on-year and year-on-year respect to eur million and eur billion for the respect january-septemb and july-septemb period,positive
the robust growth was the result of the inclus of cloth chain lindex in the group in decemb,positive
the decis reflect the underutilis of the line which produc nonwoven use in medic and wipe applic as well as for the automot industri,neutral
technopoli and the st petersburg govern sign a cooper memorandum in octob to set up a techno-park in the neudorf product zone in the villag of strelni in the st petersburg suburb,positive
finnish metal product compani componenta oyj hel cthv said today it net loss narrow to eur usd in the last quarter of from eur million for the same period a year earlier,positive
estim indic that even up to differ tablet comput or read devic will be avail in,neutral
finnair s passeng load factor which measur the number of sold seat as a share of all avail seat drop by percentag point to in septemb,negative
the maximum grade of the veneer yield is calcul base on the dimens and grade of the veneer product as well as by iter the place of the peel axe and simul the peel process,neutral
the deal is in line with etteplan s strategi to oper as a partner of global custom and provid industri technolog design servic,neutral
tesla motor recal model x suv tsla,negative
the mill has long tradit and hold an establish posit in the market,positive
traceyryniec not just energi it so broad you will see it in wwg and kaman as well id be short fast,negative
steve jackson ebusi analyst at satama and former ceo of aboavista said googl broke the mold when they gave away googl analyt for free,neutral
stora enso s third-quart pre-tax profit doubl to eur mn,positive
new chairman of the board of director mr chaim katzman will give a present and answer question,neutral
the compani slip to an oper loss of eur million from a profit of eur million,negative
rt stocktwit rt fallondpick breadth consolid after week of steadi gainsadv in mkt breadth slow qqq,negative
complet name of the sharehold otto henrik bernhard nyberg further inform the amount of share now transfer correspond to of the total number of share in aspo plc,neutral
oper result show a loss of eur mn while a year befor it show a profit of eur mn,negative
glaxosmithklin target growth across unit scrap viiv ipo,positive
helsinki afx - kci konecran said it has won an order for four hot metal ladl crane from indian steel produc bhushan steel and strip ltd,positive
octob - finnish environment manag compani lassila tikanoja oyj hel latv or lt said monday it expect it oper profit exclud non-recur item for the whole to be slight lower than in,negative
stora enso oyj said it second-quart result would fall by half compar with the same period in,negative
outotec s scope of deliveri cover the engin suppli of special equip and servic for a calcin plant with two circul fluid bed calcin,neutral
finnish it solut provid affecto oyj hel afev said today it slip to a net loss of eur usd in the second quarter of from a profit of eur in the correspond period a year earlier,negative
capac will eas at it seikku sawmil in pori and alholma sawmil in pietarsaari and result in peopl be laid off for around six week start mid-may it said,neutral
these compani will be abl to keep their market posit,positive
around of these reduct will be implement through pension arrang,neutral
net cash flow from oper activ was a negat eur mn compar to eur mn in the correspond period in,negative
fda approv astrazeneca drug for advanc lung cancer,positive
it offer advanc machineri mainten and process develop servic to the pulp and paper industri in northern china,neutral
this is a repeat order to follow success instal elev in the same delhi metro system kone spokeswoman told thomson financi news,positive
oper profit total eur mn up from a loss of eur mn in the second quarter of,positive
copper lead and nickel also drop hbos hbos plummet to penc after say this yearó,negative
pretax loss total eur mn compar to a loss of eur mn in the correspond period,negative
maximum amount of termin in finland is employe the compani ad,neutral
oper profit rose to eur mn from eur mn,positive
fb is start to show some relat strength and sign of potenti bo on the daili,positive
uk stock littl chang near record as barclay shell fall,negative
enbca headshould bullish revers setup and breakout oil and gas piplelin stock uso,positive
baltic pearl cjsc a subsidiari of shanghai foreign joint invest compani is develop a project in st petersburg compris about a million squar meter of residenti space two hospit and sever school and nurseri,neutral
the compani is in the process of build a new fleet and has place order for p-max tanker of dwt,positive
oper profit in the half were m down from m as glisten invest in the brand and the manag team,negative
rio tinto ceo say iron ore market at equilibrium,neutral
the share subscript period will expir on septemb,neutral
the diamet protocol is develop accord to the standard ietf rfc and ietf rfc,neutral
the divest stake repres about m share in okmet s capit,neutral
us sanction put gazprom-shel allianc plan in jeopardi,negative
nest oil said that while result from it biomass to liquid demonstr plant commiss in june have been promis no decis on a commerci plant has been taken,neutral
the busi to be divest generat consolid net sale of eur million annual and current has some employe,neutral
accord to a report by neomarkka kuitu finland s custom are interest in buy the compani s product when it restart product,positive
slv - at now aw down from,negative
glencor cut budget plan to divest from lonmin,negative
netflix grow effort to creat loyal custom nflx,positive
the first four of the new shop-in-shop will be open this spring on madison avenu in new york as well as in chicago los angel and san francisco,neutral
as a result the compani will temporarili lay-off of the whole personnel approxim person at kirkkonummi and nivala factori,negative
revenu in juli to septemb grew percent to euro million from a year earlier the compani said thursday,positive
the oper loss amount to eur mn compar to a profit of eur mn a year earlier,negative
nordea s definit too big for sampo to acquir said an analyst but sampo would appear to have an agenda for nordea ahead of the privatis,neutral
perform in the second half of exceed expect,positive
aapl reject the hodshould head lower sit on the sidelin for now,negative
small investor have voic fear that the share will end up with risk investor,negative
in the baltic countri sale fell by and in russia by in term of euro and by in term of local currenc,negative
camt look like might break down im out,negative
mayb close all those aapl call i had this morn was a bad idea money left on the tabl,positive
london stock exchang â€“ deutsch boers merger under threat from brexit,negative
when the product is manufactur in finland it is also pack in the countri,neutral
oper incom rose to eur mn from eur mn in,positive
oper profit total eur mn up slight from eur mn in the correspond period in,positive
adp news - sep - finnish secur and privaci softwar solut develop stonesoft oyj said today that it won a usd million eur m order to deliv it stoneg network secur product to an unnam russian te,positive
demonstr of the broad capabl of the mobil busi suit will be organ dure the gsm world congress in barcelona from februari th to th,neutral
dilut earn per share ep declin to eur from eur,neutral
the compani said that it has start to investig streamlin it oper in order to meet the tighten competit on the mobil phone charger market,positive
a agreement expir earlier this month,neutral
the appoint will be in forc until the new ceo has been appoint,neutral
nd rais this year bvhealthcar qcor questcor increas quarter cash dividend percent,positive
amzn go thru the roof need a sell!,positive
london marketwatch -- share price end lower in london monday as a rebound in bank stock fail to offset broader weak for the ftse,negative
sale boost for new morrison chief david pott as tesco turnaround stall,negative
temporari lay-off affect the entir workforc will also be implement,negative
oper profit total eur mn down from eur mn in,neutral
yesterday legrand issu it e million fix rate deal matur,neutral
deliveri have start and the network will be readi for a launch soon,positive
to ensur low oper cost for radio network the bts modul can be configur softwar upgrad and diagnos remot,positive
finnish rautaruukki s engin divis ruukki engin will re-organis it oper in the mo i rana plant in norway,neutral
finnish oper elisa and aker yard have sign a long-term servic deal through which elisa will deliv all necessari voic and data servic for aker yard in finland,positive
subscript sale decreas slight,negative
finnish food industri compani hk ruokatalo and atria will form a joint ventur compani call lñnsi-kalkkuna to produc turkey meat,positive
dcth near hod,positive
pcln back to back intraday revers look out below short move in!,negative
oper profit befor non-recur item was eur mn in the first nine month of compar to eur in the correspond period in,negative
adp news - may - bank of america bofa downgrad today it rate on swedish-finnish paper maker stora enso oyj hel sterv and on finnish sector player upm-kymmen oyj hel upmv to underperf,neutral
the fair valu of the invest properti total eur mn up from eur mn in,positive
tesco set to sell kipa giraff busi - sky news,negative
both compani exist invest plan will be coordin,neutral
astrazeneca weigh up acerta bid to secur blood cancer drug,positive
amrn got sell signal still in forc with target below,negative
aapl reject the hodshould head lower sit on the sidelin for now,negative
compar oper profit for the quarter decreas from eurm while sale increas from eurm as compar to the third quarter,neutral
decemb - finnish-german telecom equip maker nokia siemen network said today it won a contract to upgrad the radio network of home-bas telecommun compani elisa oyj hel eliv,positive
finnish electron manufactur servic em compani elcoteq se post a net loss of mln euro mln for the first half of compar to a net profit of mln euro mln for the same period of,neutral
the swedish player becam major owner of ucel in mid-,neutral
we are veri excit work with maxi on this first commerci deploy of master of maya said joe doer head of the asia south region at nokia siemen network,positive
astrazeneca sell us drug right to perrigo for mln,positive
in a separ announc to the helsinki stock exchang atria reveal that the compani s third quarter profit declin from eur m in the third quarter of last year to eur m in this year s q,negative
capac will eas at it seikku sawmil in pori and alholma sawmil in pietarsaari and result in peopl be laid off for around six week start mid-may it said,negative
net profit in the three month through march fell to xac million us million from xac million a year earlier the finnish compani said,negative
accord to arokarhu some of the purchas that had been scan into the cash regist comput disappear when the total sum key was press,negative
the compani had hope the new plant would be on stream by the end of,neutral
of these share are held by the compani and the number of outstand share and vote right attach to the share amount thus to,neutral
in the second quarter of net sale through oper busi partner repres of the group s total net sale,neutral
kingfish takeov of mr bricolag could hit a brick wall,negative
nordea will coordin the syndic loan,neutral
the deal is subject to approv by the norwegian competit author,neutral
fi is develop cooper in keyword advertis with microsoft,positive
finnish bank of àland report oper profit of eur mn in the first quarter of down from eur mn in the correspond period in,negative
sale in latin america increas by to eur mn and a total of mn mobil devic were sold in the area repres an increas of from the correspond period in,positive
the order for plywood mill machineri and equip announc by finnish raut in septemb will be deliv to thebault plyland in franc,neutral
the process technolog project manag basic engin and qualiti assur within forest industri will be consolid in vantaa southern finland,neutral
companiesab inbev signal it wont go hostil for sabmil,positive
these new unit will be built at cargotec s state of the art manufactur facil in san antonio texa usa which start oper in,neutral
realli surpris by how much fb has now fallen thought there be some support around the d but i guess not,negative
aspo plc stock exchang releas februari at am esl ship ltd part of aspo group has sign a new long-term contract with rautaruukki corpor for the marin transport of raw materi on the baltic sea,positive
the cosmet collect includ an eye shadow face powder lip gloss mascara and accessori,neutral
belarus oao lidsko pivo breweri base in the grodno region report a decreas in output to million decalit in january-march a repres in the administr of the compani told,negative
the seminar introduc modern clean technolog and product financi tool and sponsorship program for energi and environ project as well as the potenti to develop clean energi in vietnam,positive
teliasonera said about million will be invest in the next year in the region to bring mobil coverag to about of nepal s popul,positive
stora enso s target has been cut to eur from eur and holmen s target -- to sek from sek,negative
veri recommend is the nokian z g accord to the adac judgement in the latest summer tyre test of the german automobil associ adac,positive
the contract incorpor a converg charg rate solut for voic and data which includ internet gprs sms mms and wap,neutral
the group s oper loss was eur mn down from a profit of eur mn in,neutral
the other deal is for process crane to the russian steel mill pntz in pervorouralski through an order place by turkish construct compani gama endustri tesisleri imalat ve montaj as,neutral
januari - finnish it solut provid affecto oyj hel afev said today it has won a eur m usd m contract from state-own lithuanian social insur institut sodra,positive
some mln euro mln of the base acquisit price will be paid in cash and the rest through a subscript offer of a total of new ixono share,neutral
bbri actual lost c per share if u incl vz as no debt and in cash,negative
sale at the unit slump last year after the industri was hit by poor snowfal in the major resort in the winter of -,neutral
the servic also enabl user to watch e-mail in html format en is enhanc with addit languag to choos from,neutral
the announc invest of the carmak hyundai for exampl sound optimist for us as of cours new car mean new tire,positive
ramir made million kroon eur mln loss last year the year befor the compani was million kroon in the black,negative
the implement of the deal is subject to the approv by the finnish competit author,neutral
dpz broke out now of his bull flag channel and make new high but volum is veri poor,positive
sdm offer general rental equip aluminium scaffold power generat and hoist to custom in the construct sector,neutral
these six agreement are the compani s first custom acquisit in india sinc take over tvs electron contract manufactur facil in jun,neutral
compar with the ftse index which rose point or on the day this was a relat price chang of -,negative
net profit fell by almost half to é million from é million at the end of,negative
share in royal and sun allianc continu to slide back from a -month high of p last month after a potenti suitor rule itself out of a takeov bid,negative
rt andrewnyquist chartolog yahoo yhoo crazi look chart but near breakout resist line,positive
deutsch bank cut sbux,negative
helsinki thomson financi - share close littl chang with cargotec and huhtamaki drop sharpli on disappoint second-quart report,negative
saltwaternurs ino can test again in next few day time to take some profit here or hedg with put,negative
adp news - feb - finnish fish tackl compani rapala vmc corp hel rapv said today it net profit rose to eur million usd m for from eur million for,positive
earn per share ep amount to a loss of to eur,negative
trx long setup macd cross,positive
welcom !,neutral
eli lilli co lli has broken out to a new high on astrazeneca collabor,positive
metals-zinc surg pct after glencor cut output fuell metal ralli,positive
royal mail breach competit law over deliveri servic chang ofcom claim,negative
net sale of finnish food industri compani lñnnen tehtaat s continu oper increas by in to eur mn from eur mn in,positive
bodi es vostok also own stake in power sale compani mosenergosbytbodi rts mssb altaienergosbyt saratovenergo rts sare bodi and tambov power sale compani rts tasb all ofbodywhich it receiv from the distribut balanc,neutral
march - finnish electron contract manufactur scanfil oyj hel scfv said today it plan to merg wholli own scanfil em group with ojala-yhtyma oy has hit a snag as sharehold of the domest rival reject the deal,negative
uncommon weak snow condit in near everi market have affect our first quarter result chief execut roger talermo said,neutral
finnish consult and engin group poyri plc omx helsinki poy said on wednesday octob that it has been award a contract by tanqia dibba fzc as owner-engin for the wastewat system of dibba emir of fujairah uae,positive
in this case the effect would be negat in finland,negative
hpq say breakup will cost billion but see save too,negative
accord to finnish insur compani tapiola local insur group lñhivakuutus and pohjola the two fierc storm at the end of juli and in the begin of august that fell tree around finland have speed up sale of forest insur,positive
am ak dj ak steel revenu rise on auto sector demand acquisit,positive
trade under the name velta uk a former uponor brand the compani has been uponor s long-term partner in suppli velta-brand system particular for the commerci and industri build sector in the uk and intern,neutral
bbri sierra has a great cash balanc and impress growth ratewould be a wonder marriage!,positive
ea launch origin onlin game distribut for mac via macrumor ea,positive
strand associ is expand it madison corpor headquart with space to add about employe to the engin firm,positive
trlpc - crh back lafarg holcim asset buy with bln euro bridg loan,positive
aapl want lower up wave get smaller on the min,negative
oper profit total eur mn up from eur - mn,positive
in septemb alon the market declin by percent year-on-year to million liter,negative
what would you like to see chang on nokia s next attempt,neutral
finnish plumb and heat system supplier uponor s net sale in continu busi oper decreas to eur mn in july-septemb compar to eur mn in the third quarter of,neutral
profit after tax for the period was up to eur m from eur m last year,positive
glaxosmithklin set to complet billion novarti asset swap next week,positive
efor s ceo reijo maihaniemi said that the compani has develop and alreadi deliv power suppli unit to respect system base on this technolog to chines sector compani zte corp she,neutral
finnish electron contract manufactur scanfil report net sale of eur mn in the second quarter of down from eur mn a year earlier,neutral
with sale of billion over the last twelv month end octob and over store in state dollar general is the nation s largest small box discount retail,neutral
salonen ad that data show produc pulp inventori in north america are declin,negative
cash flow after invest amount to eurm down from eurm,neutral
the lay-off will affect peopl out of the total okmet employe in finland,negative
the second quarter of was the firstquart with growth in net sale sinc the third quarter of said magnus rosen ramir ceo,positive
aapl take out the short here a punish remind not to spear the strongest in the herd,positive
scanfil a system supplier and contract manufactur to the communic sector will start personnel negoti in oulu in finland to lay off staff temporarili,neutral
znga look for a test at resist point cc cfrazierjr fletchtrad trader,positive
aapl is now beaten down hate etc hhhmm opposit of what happen next,negative
the compani is well posit in brazil and uruguay,positive
thank to it extens industri and oper experi cybercom offer strateg and technolog expertis to these market telecom industri media public sector retail and bank and financi servic,neutral
the bond gather subscript from some investor and the issu amount can be consid substanti take into account the main target group -- retail investor citycon cfo eero sihvonen said,neutral
yit say the acquisit is a part of it strategi for expans in central and eastern european market,positive
camt look like might break down im out,negative
finland-bas stockmann group has close seven franchis sport store nike in russia,negative
the hack had been extra nefari becaus the tweet activ without be click on - it was enough for web surfer to move their mous cursor over them,neutral
just went long ilmn,positive
incap and lankapaja aim to enter into actual agreement to transfer the sheet-met product to the buyer in februari in order to complet the transfer on march,positive
budapest august mti - finnish electron maker elcoteq will lay off worker at it plant in pec s hungari at the end of septemb becaus of fall order communic director for elcoteq s local unit zoltan krippl told mti on monday,neutral
astrazeneca diabet drug combin face delay after fda rebuff,negative
amrn got sell signal still in forc with target below,negative
rig whos ever push this is crazi get readi for suspend dividend turn into growth stock blow out earn and major buyback lol,neutral
return on invest was compar to a negat in,positive
affecto expect it net sale for the whole to increas from the level when they reach eur million,positive
spi tomorrow parti time for the bears!! goog and msft -,negative
revenu was slight down at xac million million compar to xac million a year earlier,negative
tesco asda sale fall as march of the discount continues-kantar,negative
latin america current account for approxim of sale at finnish bss-oss and vas supplier for telecom oper tecnotre compani presid and ceo eero mertano told bnamerica,neutral
long posit on ipscal up,positive
one of the opportun would be to bring all baltic meat process to rakver like process was concentr at the vantaa meat-pack unit in finland the paper wrote,neutral
in finland snow storm brought tree down on power line cut off electr for some household,negative
updat -sabmil reject ab inbev bln takeov approach,positive
the net sale of the whole fiscal year will be lower than in and oper profit is estim to be negat,neutral
the trade is in accord with the agreement announc on march,neutral
the compani expect it net sale for the whole to remain below the level,negative
revenu for the quarter total billion down percent from billion in the fourth quarter in,neutral
in it report net sale of approxim eur mn,neutral
accord to ceo hannu syrjñnen a new common name and visual ident is requir as the group has grown and internationalis,neutral
net sale fell by from the third quarter of to eur mn,negative
in addit the contract includ modif of the effluent treatment plant at follum,neutral
rbi surpris street sensex pare gain after hit mount k,negative
cost short final make gain i will take half my gain at,negative
the manag is critic of politician failur to differenti between beleagu european financi institut and skandinavian bank which sail through the crisi without issu,neutral
new chairman of the board of director mr chaim katzman will give a present and answer question,neutral
the compani oper a us divis in lisl ill,neutral
rival compani gwr and watco eye ra w take-ov interest,positive
oper profit for the nine-month period decreas from eur m while net sale increas from eur m as compar to the correspond period in,negative
in food trade sale amount to eur m a declin of,negative
in addit the compani is consid the start of product in russia,neutral
fasten miss by miss on revenu fast nyse,negative
all the ferri had run into troubl just outsid the stockholm archipelago made up of more than island,neutral
stockoptionexpert mat - big trader ad april put contract day ago,negative
ruukki s deliveri includ steel structur includ instal for krakeroy bascul bridg and steel pile for the bridg foundat,neutral
net sale of finnish sanoma learn literatur of finnish media group sanoma decreas by in january-jun total eur mn down from eur mn in the correspond period in,negative
a survey conduct by taloustutkimus for sampo life show that compani are bad prepar to lose key staff member,neutral
tele affarsvarlden gave a buy recommend on mobil oper tele ab and a share price target of crown - euro,positive
commiss incom fell to eur mn from eur mn in the correspond period in,negative
follow the transact lundbeck has worldwid right for nalmefen exclud north america mexico turkey and south-korea,positive
the expand plant is schedul to be oper by the middl of octob,neutral
russian export duti will activ harvest in finland and sale in russia will increas also,positive
glencor studi possibl ipo for agricultur trade busi,positive
ixono estim that it will hire specialist in mechan engin electron design and rd for it new unit in jyvaeskyla by the end of,positive
the pretax profit of the group s life insur busi increas to eur million from eur million,positive
the valu of the deal is estim at between sekm and sekm,neutral
dpz broke out now of his bull flag channel and make new high but volum is veri poor,positive
sbux invert head shoulder pattern in the work bullish,positive
sbux head for the dma and certain doom if it can not hold there,negative
they are also upset that some of the machineri and work is taken over to poland,negative
free ha heeeeeer come the pump! so glad i pick up k end of day! get readi for the bull ride!,positive
tesco asda sale fall as march of the discount continues-kantar,negative
it is hand-paint resin with real - trebl and is cm long by cm deep from top to bottom of the middl hook,neutral
it allow the young child to move forward with his life,positive
m-real corpor stock exchang announc septemb at pm kyro corpor and m-real corpor a metsaliitto group subsidiari have agre on an arrang which give m-real option to purchas the kyroskoski natur gas powerpl from kyro,neutral
net sale went up by year-on-year to eur million affect by the busi acquisit realiz dure the previous financi period the effect of which was eur million on the review period,positive
the contract between raut corpor and mule kemian wood product co ltd which were announc on novemb have taken effect,neutral
oper profit for continu oper fell to eur mn from eur mn in the first half of,negative
fb trend hit mid s and drop,negative
at the same time profit of the compani increas by in h and reach ls,positive
oper profit margin was compar to a year earlier,neutral
scanfil issu a profit warn on april,negative
the valu of the multi-year agreement is over eur mn a year,neutral
accord to the ceo of nordea bank estonia vahur kraft nordea finland and stockmann have been cooper for more than ten year,positive
the deal strengthen ramir s posit especi in the industri sector and in larg invest project,positive
long vvus share as a call option w an expir of umm today hit hod here,positive
nokia messag enabl custom to receiv e-mail from up to e-mail account on their mobil phone support all pop or imap e-mail servic,neutral
net sale drop by year-on-year to eur million,negative
russia account for of the lagarder magazin divis s revenu or eur mn usd mn in the usa - for,neutral
when the negoti were start nest oil anticip that peopl would be affect,neutral
as a domest busi best-in is alreadi close to finnish dog owner,positive
pypl great vol flow trade here love this compani long time,positive
the district court of helsinki dismiss all charg as the court of first instanc in,positive
spain caixabank launch new takeov bid for banco bpi,positive
espn file lawsuit against verizon - vz,negative
raut report a loss per share of eur for the first half of against ep of eur in the correspond period of,negative
- i am pleas that bjorn wahlroo has accept the nomin,positive
pretax profit total eur mn compar to eur mn in the first quarter of,negative
the other action includ the cut of the expens weekend shift the freez of the product bonus system and by a general cost-cut program,neutral
oper profit exclud non-recur item decreas to eur mn from eur mn in repres of net sale,negative
nyse owner ice consid offer for lse,positive
the scope of the project is to find the most cost-effici method for phosphor remov and to deliv the store and dose equip which can be use in continu oper at the plant,neutral
satama s net profit for the third quarter of rose to euro from euro for the same period of,positive
previous the compani anticip it oper profit to improv over the same period,positive
the rme from telcontar enabl the handset to calcul the best rout and includ support for user-defin rout featur navig and multi-mod rout such as via foot and ferri,neutral
hopeturock yes the expect of a deal are somewhat price in but we could see a nice pop if bid come in higher than expect yhoo,positive
travi perkin hike dividend as profit and revenu rise,positive
lulu outlook q lost revenu in the rang of million to million -not good,negative
nokia oyj s product site at bochum germani post profit befor interest of mln eur for capit report in an excerpt of an articl to be releas tomorrow cite intern document,neutral
dpz broke out now of his bull flag channel and make new high but volum is veri poor,positive
the energy-effici data center will be built by combin an effect energi solut with state-of-the-art technolog,positive
the compani expect it net sale for the whole of to be eur mn- mn,neutral
the period s sale drop to eur m from eur m accord to the interim report releas today,negative
jd down in after-hour market anyon care to explain whi,negative
hpq say breakup will cost billion but see save too,negative
the lay-off will affect peopl out of the total okmet employe in finland,neutral
oper profit was eur mn compar to a loss of eur mn in the correspond period in,positive
i m pleas to receiv the nomin committe s request and confid say jon risfelt,positive
the decis mean temporari lay-off of fix durat at the compani s nastola and jyvaskyla unit in southern and central finland respect,negative
sale boost for new morrison chief david pott as tesco turnaround stall,negative
the deal is subject to approv by the norwegian competit author,neutral
the medium-term oper target of the compani remain unchang,neutral
tesla issu it first model x recal tsla,negative
it is a member of the oneworld allianc which includ american airlin and british airway,neutral
net sale of kyro s main busi area glaston technolog a manufactur of glass process machin decreas to eur mn from eur mn in january-septemb,negative
oper profit was eur mn in compar to eur mn in,negative
a memorandum of understand on cooper between the finnish global chemic compani kemira and vietnam nation chemic group vinachem was sign on this occas,positive
qualcomm dividend increas reward patient investor the futur look bright qcom,positive
kaleva kustannus oy busi id - has accord to it notic on august acquir alma media share,neutral
in the second quarter of raut s net loss narrow to eur from eur million in the same period of,positive
bhp billiton share price brazil to sue samarco for â£bn,negative
aspocomp has a larg factori in china and a factori build project in india that was halt due to financ problem,negative
the net sale of the whole fiscal year will be lower than in and oper profit is estim to be negat,negative
atria will also buy the share of kauhajoen teurastamokiinteistot oy kauhajoki slaughterhous propertyfrom itikka co-op,neutral
oper profit for the nine-month period decreas from eur m while net sale increas from eur m as compar to the correspond period in,negative
as part of the reorgan kauko-telko ltd will be divid into telko ltd leipurin ltd hamina termin servic ltd and kaukomarkkinat ltd,neutral
the borrow was happi to do the roadshow and this paid off as the hit ratio from it was high,positive
export declin by percent to million liter,negative
britain ftse bounc back mondi and barratt lead,positive
finnair said that the cancel of flight would caus daili loss of xac million us million,negative
