,Sentence,Sentiment
5004,financialwir tm in cooper with the investrend broadcast syndic also provid complet daili confer call and webcast schedul as a servic to sharehold and investor via the firstalert tm network oefirstalert tm daili,neutral
5005,return on invest was compar to in,positive
5006,the omx helsinki end pct lower at and the omx helsinki was down pct at on bln eur turnov,negative
5007,the decis of teke was base on among other the follow ground the project has a signific impact on the busi develop of the compani,neutral
5008,stuk today is a full servic hous expert in radiat and nuclear safeti issu,neutral
5009,in april nest separ from it parent compani finnish energi compani fortum and becam list on the helsinki stock exchang,neutral
5010,finnish bank of àland report oper profit of eur mn in the first quarter of down from eur mn in the correspond period in,neutral
5011,nordea group s oper profit increas in by percent year-on-year to billion euro and total revenu by percent to billion euro,positive
5012,look for a strong bounc spi -- lunchtim ralli come dia iwm qqq aa fb,positive
5013,fix mobil converg solut repres a key valu proposit in today s communic market,neutral
5014,most of the growth in beer consumpt took place in the far east latin america and africa,neutral
5015,qualcomm dividend increas reward patient investor the futur look bright qcom,positive
5016,he is rest comfort and is look forward to get back to work,neutral
5017,the e smartphon will be avail for rs per handset across india nokia india vice-presid manag director d shivakumar told report,neutral
5018,stockmann was establish in in finland and it becam the first foreign compani to enter russia s retail trade market in,neutral
5019,oper loss total eur mn down from a profit of eur mn in the first half of,negative
5020,oper profit total eur mn down from eur mn in the first half of,neutral
5021,rnn more bleed monday,negative
5022,nordstjernan will make the offer in approxim one month in septemb,neutral
5023,so mr galvan made save adjust of his own buy less liquor and watch portion size,neutral
5024,the parti have agre not to disclos the price of the deal the group said in a press releas,neutral
5025,alexandria va march -- jaakko vilo of turku finland has develop a panel press,neutral
5026,liquid handl product includ electron and mechan pipett dispos tip as well as pipett mainten and calibr servic for research institut healthcar and industri laboratori,neutral
5027,antniemi refut a report by the finnish daili turun sanomat as if the compani was reorgan it oper in the baltic countri,neutral
5028,pnc goldman sach receiv dividend hike green light but dont act pnc gs,positive
5029,follow the payment made in april the compani has a total of eur million in loan from financi institut,neutral
5030,these compani own a sq m offic and commerci build and substanti amount of build right for a new shop center in liljeholmen stockholm,neutral
5031,profit for the period increas from eur mn to eur mn,positive
5032,qihu total miss this one was about to jump in on that break test but didnt congrat short,negative
5033,the util will also provid servic relat to electr manag such as hedg trade and risk manag and report,neutral
5034,ko had miss earn expect for the last two quarter so today strong result came as a major surpris,positive
5035,latvia s stockmann shop mall is a subsidiari of finland s stockmann plc,neutral
5036,finnish invest group neomarkka oyj hel nembv said today that it will buy the former product facil of kuitu finland ltd as part of negoti on the option to invest in specialti cellulos fiber busi,neutral
5037,in january-septemb the group s net sale from continu oper rose to eur mn from eur mn in the correspond period in,positive
5038,simultan with this merger plan anoth merger plan has been sign accord to which suomen projektivuokraus oy a subsidiari of vtm-rakennuskonevuokraamo oy would be merg with vtm-rakennuskonevuokraamo oy,neutral
5039,finnish electron contract manufactur scanfil report net sale of eur mn in the second quarter of down from eur mn a year earlier,neutral
5040,beyond the improv voic capabl custom now have a streamlin way to compli with recal and other traceabl requir provid them with a competit advantag,positive
5041,corrected-shir to buy dyax for about bln,positive
5042,it also includ the instal of new equip train and start-up servic as well as servic work of the shoe press deliv by vaahto in,neutral
5043,nokia is also negoti the product portfolio of the new compani,neutral
5044,glencor slump percent as debt fear grow,negative
5045,the valu of the order is eur mn,neutral
5046,the compani said that it has agre to a eurm unsecur credit line from lender,neutral
5047,the agreement which will cover monitor mainten server capac servic and backup has a one-year extens option,neutral
5048,bbri sierra has a great cash balanc and impress growth ratewould be a wonder marriage!,positive
5049,profit after tax for the period was up to eur m from eur m last year,positive
5050,oka specialis in new construct renov work of residenti and non-residenti build as well as premis for industri and logist use,neutral
5051,nest oil s refineri have a combin crude oil refin capac of approxim barrel a day,neutral
5052,the net sale decreas to eur million from eur million,neutral
5053,in etteplan had turnov of eur m,neutral
5054,pretax profit rose to eur mn from eur mn in the correspond period in,positive
5055,net sale of finnish sanoma learn literatur of finnish media group sanoma decreas by in january-jun total eur mn down from eur mn in the correspond period in,neutral
5056,the size of a cider bottl will remain unchang,neutral
5057,finlan s list food industri compani hkscan group control compani in the baltic improv revenu by eur mn to eur mn in from eur mn in the year befor,positive
5058,revenu in the quarter fell percent to euro billion compar to a year earlier,negative
5059,ebit exclud non-recur item was estim to increas from,positive
5060,what we think,neutral
5061,keith skeoch to step up as david nish quit as chief execut of standard life,neutral
5062,the upgrad is intend to rais the network capac from mhz to mhz in sever citi enabl bi-direct servic for digit televis as well as broadband data,positive
5063,no financi detail were provid,neutral
5064,tesco share price tumbl after negat broker note,negative
5065,accord to finnish lñnnen tehtaat s ceo matti karppinen now that lñnnen tehtaat has sold the major of it feed and grain busi it will quick start to look for acquisit,neutral
5066,finnish it consult satama interact oyj said on novemb that jarmo lonnfor took up the posit of ceo,neutral
5067,accord to the compani the lay-off will be temporari,neutral
5068,cargo traffic fell year-on-year to tonn in septemb,neutral
5069,rihko start to manag raisio s benecol busi in summer after head tobacco compani altadi european oper,neutral
5070,the financi statement and interim report will be releas around at am finnish time on the given date,neutral
5071,the compani was suppos to deliv machineri to a veneer mill in the tomsk region in russia,neutral
5072,in the build and home improv trade net sale total eur mn down from eur mn a year earlier,negative
5073,the talk involv the food and ingredi divis as well as group servic function the compani said,neutral
5074,lloyd bank group share price lift amid report bank is pois to axe hundr of uk job,positive
5075,outokumpu of finland stainless steel manufactur plan to enter into a suppli agreement with the indian railway,positive
5076,shire share price under pressur after bn baxalta deal,negative
5077,howev he expect bank to provid altern financ,positive
5078,it would be prematur to talk about date volum and the invest procedur he said,neutral
5079,the russian govern will contribut of the necessari fund he said,neutral
5080,we are now in a posit to pursu novel clinic candid go forward,positive
5081,cyme s net sale are expect to amount to eur mn in,neutral
5082,oper profit decreas to near eur mn howev,negative
5083,follow the acquisit panostaja will establish a new busi unit which will focus on heat treatment of metal,neutral
5084,finland s nest oil has been award the chemic industri feder of finland s innov award for it nexbtl technolog which enabl biodiesel to be produc from veget oil and anim fat,positive
5085,the finnish paint compani acquir the remain pct that it did not own from ukrain s lgu for an undisclos sum,neutral
5086,atria will also buy the share of kauhajoen teurastamokiinteistot oy kauhajoki slaughterhous propertyfrom itikka co-op,neutral
5087,term of the acquisit were not disclos,neutral
5088,combin with the baswar enterpris purchas to pay portfolio it provid a high level of autom for procur and invoic workflow,neutral
5089,the compani generat net sale of about mln euro mln annual and employ,neutral
5090,rsa insur hire towerg egan as chief financi offic,neutral
5091,via the move the compani aim annual save of some eur million usd m the main part of which are expect to be realiz this year,positive
5092,howev the bottom-lin result improv thank to posit financi item,positive
5093,nflx of the low,positive
5094,nyse owner ice may gatecrash deutsch boerse-ls merger,negative
5095,ahlstrom headquart in helsinki finland is a global leader in the develop manufactur and market of high perform fibre-bas materi,neutral
5096,dmnd green and move,positive
5097,in q of profit befor tax amount to eur mn down from eur mn in q of,neutral
5098,the valu of this kind of order amount usual between euro and million,neutral
5099,the cosmet collect includ an eye shadow face powder lip gloss mascara and accessori,neutral
5100,the increas rang will vari up to,neutral
5101,lse-deutsch boers merger would signal end to exchang mega-d,positive
5102,oper profit for continu oper fell to eur mn from eur mn in the first half of,negative
5103,the compani then said it will focus it resourc on clinic research,neutral
5104,glaston s net profit for the third quarter of drop to mln euro mln from mln euro mln for the correspond period of,neutral
5105,the tekla structur instal has been built accord to microsoft s requir for the window certif the compani ad,neutral
5106,astrazeneca acquir zs pharma in billion deal,positive
5107,london marketwatch -- share price end lower in london monday as a rebound in bank stock fail to offset broader weak for the ftse,neutral
5108,kone share drop percent to xac us in helsinki,negative
5109,in huhtamaki will continu to invest in organ growth,neutral
5110,the daili graphic newspap in octob report an initi be embark upon by the fidel bank to partner ghana post which has offic across the countri to offer financi servic to the unbank and under-bank in the countri,neutral
5111,glaston s own glass process unit tamglass glass process is a manufactur of high qualiti safeti glass product oper in finland,neutral
5112,of these share are held by the compani and the number of outstand share and vote right attach to the share amount thus to,neutral
5113,uk stock littl chang near record as barclay shell fall,negative
5114,amrn got sell signal still in forc with target below,negative
5115,mr mikko saavalainen head of comptel s global sale conclud gibtelecom provid a perfect illustr of the varieti of busi technic and regulatori challeng oper are face in their oss today,neutral
5116,alexandria va oct -- unit state patent no issu on sept was assign to vacon oyj vaasa finland,neutral
5117,finnish food industri compani hk ruokatalo and atria will form a joint ventur compani call lñnsi-kalkkuna to produc turkey meat,positive
5118,it annual capac is some mw,neutral
5119,sp has kept it sell rate while nordea and ub have reaffirm their buy recommend,neutral
5120,oper profit exclud restructur cost grew to eur million from eur million while oper profit includ restructur cost show even larger growth to eur million from eur million,positive
5121,revenu from juli to septemb grew percent to euro billion the finnish compani said thursday,positive
5122,oper profit rose to eur mn from eur mn in the correspond period in repres of net sale,positive
5123,kcg bot at,positive
5124,in finland the bank of àland report it oper profit fell to eur mn in the second quarter of from eur mn in the second quarter of,negative
5125,in a separ announc to the helsinki stock exchang atria reveal that the compani s third quarter profit declin from eur m in the third quarter of last year to eur m in this year s q,neutral
5126,the finnish group anticip a sale gain of eurm after tax and expens,positive
5127,oper loss of the pulp paper machineri unit was over eur mn in septemb - august compar to a profit of eur mn a year earlier,negative
5128,in the baltic countri sale fell by and in russia by in term of euro and by in term of local currenc,negative
5129,companieskingfish bid for mr bricolag run into troubl,negative
5130,the fair valu chang of invest properti was eur mn compar to eur mn in the third quarter of,neutral
5131,the compani plan to expand into the intern market through it subsidiari and distributor from onward,positive
5132,the invest would be some eurm,neutral
5133,accord to finnish insur compani tapiola local insur group lñhivakuutus and pohjola the two fierc storm at the end of juli and in the begin of august that fell tree around finland have speed up sale of forest insur,positive
5134,gld on closer inspect resist point north at d and downward trendlin chart of,negative
5135,in sweden the agreement cover data communic servic as well,neutral
5136,kep break out when the market pull back,positive
5137,the latest date for registr is on april,neutral
5138,mr skogster current serv as the manag respons for abb oy s system modul for low voltag drive,neutral
5139,pretax profit total eur mn down from eur mn in,neutral
5140,the ration of the oper seek to achiev over eur million in year save as from the second quarter of the current financi year,positive
5141,metso s deliveri will includ a complet coat board line with relat air system and two winder,neutral
5142,the reduct will be conclud by autumn,neutral
5143,the compani also said that it board of director has propos a profit distribut of eur per share,neutral
5144,mpwr ceo sell k april thmeh,negative
5145,pleas inform ir johanna koskinen of your particip no later than april at am a telephon confer for financi analyst and investor conduct in english will begin at pm finnish time eet,neutral
5146,the bank forecast finland s gdp will grow by in and in,positive
5147,hlf short made a kill last coupl day might make more if cover and buy back,negative
5148,adpnew - aug - finnish media group ilkka-yhtyma oyj hel ilk said today it net profit fell on the year to eur million usd m in the first half of,negative
5149,chief financi offic jim heindlmey said beyond oblivion is in advanc talk with the four major record compani about it servic,neutral
5150,in addit the product at the varpaisjâ rvi factori will be stop at the begin of april,negative
5151,e s build system servic had revenu of eur mln in,neutral
5152,most of the increas in net sale was due to the acquisit of swedish silva that produc garden tool and boat,positive
5153,budapest august mti - finnish electron maker elcoteq will lay off worker at it plant in pec s hungari at the end of septemb becaus of fall order communic director for elcoteq s local unit zoltan krippl told mti on monday,neutral
5154,the product rang includ marin oliv cold cut and pate for exampl,neutral
5155,aldata note that it voic suppli chain technolog approach enabl vdw to integr with warehous manag system,neutral
5156,nasdaq-list yahoo inc has introduc a new servic that enabl malaysian to take their favorit internet content and servic with them on their mobil phone,positive
5157,of these share are held by the compani or it group compani and the number of outstand share and vote right attach to the share thus amount to,neutral
5158,srv will also build an aqua park with well area a restaur and a multifunct ice arena,neutral
5159,p bull flag on the daili earn on the tabl tomorrow - movewil straddl this one into earningslot of vol guarante here,positive
5160,sainsburi sale slip again as price pressur take a toll,negative
5161,sinc the associ s data do not cover sale figur from about small local breweri and sale of import beer product the actual market share of it member are smaller than those given in the report,neutral
5162,the deal is in line with etteplan s strategi to oper as a partner of global custom and provid industri technolog design servic,neutral
5163,accord to hkscan finland the plan is to increas jñrvi-suomen portti s net sale to eur mn to eur mn,positive
5164,watch these bancostheyr hold up relat well compar to the broad market xlf bac gs c --larg c buy in bac in backburn,positive
5165,the divest compani is part of tietoen s busi area govern manufactur retail,neutral
5166,rosen was cautious about be too optimist inregard to the second half of the year,neutral
5167,the seminar introduc modern clean technolog and product financi tool and sponsorship program for energi and environ project as well as the potenti to develop clean energi in vietnam,positive
5168,in the report period net sale rose by year-on-year to eur m due to the busi acquisit realiz dure the first half of - the effect of which was eur m in the review period,positive
5169,apart of yit home may be purchas in region of russia where yit subsidiari carri out their activ moscow and moscow region st petersburg ekaterinburg kazan and rostov-on-don,neutral
5170,bone earn stock pois to pop,positive
5171,finnish kci konecran has rais it net sale growth estim for from over to over,positive
5172,spain caixabank launch new takeov bid for banco bpi,positive
5173,stock exchang announc juli baswar share subscript with warrant and increas in share capit a total of share have been subscrib with baswar warrant program,neutral
5174,finnish scanfil a system supplier and contract manufactur to the communic sector and the electron industri report net sale of eur mn in the first quarter of which are onli a per cent smaller than in the correspond period in,negative
5175,entertain one dispel itv takeov rumour,positive
5176,the dividend payabl annual shall be deduct from the share subscript price,neutral
5177,new product launch in finland will more than doubl from,positive
5178,this assign strengthen poyri s posit as an intern provid of engin and project servic to the chemic process industri,positive
5179,our custom come from the follow countri uk usa spain franc itali germani china sweden norway netherland austria belgium switzerland czech republ serbia finland canada russia ukrain portug denmark ireland south korea estonia and liechtenstein,neutral
5180,alpina sport is a lebanon new hampshir usa base distributor of eg alpina ski shoe and ski exel ski pole start ski wax and now also peltonen cross-countri ski,neutral
5181,cargotec germani gmbh has been award a contract by stadtverwaltung mainz for chassi bodi under open procedur,positive
5182,report oper margin was a negat,negative
5183,the purchas price was not disclos,neutral
5184,okmet expect it net sale for the first half of to be less than in,neutral
5185,finnish pharmaceut compani orion s net sale rose to eur mn in the first quarter of from eur mn in the first quarter of,positive
5186,the compani is well posit in brazil and uruguay,positive
5187,upsid move in the volatil mine sector send anglo american plc aal up as of pm london time,positive
5188,sale were down per cent in finland and up per cent abroad where sale were lift by the strong growth in sale in russia and lithuania,neutral
5189,fb down from this bearish pattern consid the bullish sentiment - that an impress bearish move,negative
5190,that would be an increas from estim sale of million last year,positive
5191,accord to seppñnen the new technolog umt solut network build cost are by one-third lower than that of the build of g network oper at mhz frequenc,positive
5192,to be number one mean creat ad valu for stakehold in everyth we do,neutral
5193,number of offer receiv for this contract is two,neutral
5194,donat to univers the annual general meet author the board of director to donat max,neutral
5195,it expect revenu between billion and billion compar to analyst estim of billion,neutral
5196,lse get hong kong regulatori nod to hk firm to becom lse member,positive
5197,the diamet protocol is develop accord to the standard ietf rfc and ietf rfc,neutral
5198,underground park facil will also be built on the basement floor,neutral
5199,dish weak continu again area resist after last week,negative
5200,fusioniq new posit time signal on sbux today pleas retweet signal,positive
5201,the repres bodi of swedish meat approv an improv offer from finnish hk ruokatalo to acquir the compani,positive
5202,m-real s sale are expect to have increas by year-on-year to eurm in the second quarter of,positive
5203,weber convinc his friend ray ostrom who own a lake street sport good store to sell the lure,neutral
5204,aapl is now beaten down hate etc hhhmm opposit of what happen next,negative
5205,the most signific challeng in the market are logset and sampo-rosenlew,neutral
5206,the district court of helsinki dismiss all charg as the court of first instanc in,positive
5207,telest bk optiflex amplifi product will be use in ongo capac upgrad of kdg s network to bi-direct,neutral
5208,the busi unit of the investlesprom group cover the full forest industri chain and the group own forest sawmil paper and pulp mill and other process plant,neutral
5209,previous the compani expect it financi perform to remain at the same level as in,neutral
5210,insur admir blow hot and cold but aviva soar pre-friend life merger,neutral
5211,retail giant kingfish report solid start to the year,positive
5212,maximum amount of termin in finland is employe the compani ad,neutral
5213,tsla yeah let go down to s lol,negative
5214,the compani s schedul traffic measur in revenu passeng kilometr rpk grew by just over and near more passeng were carri on schedul flight than in februari,positive
5215,valid our fgvoip client through symbian sign repres a signific step forward in accomplish this goal,positive
5216,ebay e-bay bay! work on a coupl daili doji should continu to the downsid,negative
5217,royal mail get mix bag from ofcom postal regul report,neutral
5218,raguti which is base in lithuania s second-largest citi kauna boost it sale last year per cent to million liter,positive
5219,the trade is in accord with the agreement announc on march,neutral
5220,initi estim total valu of the contract was euro exclud vat,neutral
5221,shell and bg sharehold to vote on deal at end of januari,neutral
5222,after complet of the acquisit poyri s oil and gas expertis will cover multi-disciplin engin and consult servic across the complet oil and gas asset lifecycl includ deepwat engin servic,neutral
5223,lietuvo respubliko sveikato apsaugo ministerija has award contract to uab affecto lietuva for financi system softwar packag,positive
5224,the order was worth eur mn,neutral
5225,ibm stay strong,positive
5226,crus upgrad to a buy by alpha street research,positive
5227,appl up almost from it februari low with veri littl fanfar aapl,positive
5228,rio tinto swing to loss drop dividend polici,negative
5229,cision say the sale will return it uk oper to profit,positive
5230,isolation anoth sell rate sell rate on spi qqq iwm and sever compani aapl appl axp bac,negative
5231,due to the rapid decreas in net sale personnel reduct have been carri out on a wider scale than initi expect,negative
5232,in sale volum coca-cola s market share has decreas by to,neutral
5233,lt s net profit for the whole drop to eur million from eur million for,negative
5234,the order consist of outsourc applic manag support and plan for tecnotre and third-parti applic,neutral
5235,group net sale in the third quarter of total eur mn and oper profit eur mn,neutral
5236,vaisala headquart in helsinki in finland develop and manufactur electron measur system for meteorolog environment scienc traffic and industri,neutral
5237,spi look like bear trap get laid faster than cadburi creme egg by the easter bunni,positive
5238,finnlin estim in it annual general meet that will be financi a tough year due to larg invest,neutral
5239,furthermor the compani will sell the warehous and offic build in loudeac and saint marcel and leas new joint premis for these oper in morvillar,neutral
5240,sale of mid-strength beer decreas by,neutral
5241,abn now repres of the vote right and share capit of citycon oyj,neutral
5242,the compani has employe and annual sale of approxim eurm,neutral
5243,accord to m-real s ceo mikko heland this transact will enabl the compani to proceed swift with it restructur program,positive
5244,baba may take a few day wks month watch what happen to fb twtr after they ipo mrkt need to washout to hunt well need wait stalk,neutral
5245,in the deal is like to bring save of eur mn-mn,positive
5246,new delhi juli -- sahlberg teppo kallio timo and mustonen tuoma of m real oyj espoo finland have develop novel mark and method of produc the same,neutral
5247,intern oper account for over of net sale,neutral
5248,these financ arrang will enabl the compani to ensur in line with it treasuri polici that it has suffici financi instrument at it dispos for it potenti capit requir,positive
5249,gild chart with ibb back over support,positive
5250,as a result of the negoti the employ of blue - and white-collar employe at the oulu plant would be termin,neutral
5251,oper loss amount to eur mn compar to a profit of eur mn in the second quarter of,negative
5252,the order also includ extens mainten work of a shoe press deliv by vaahto in,neutral
5253,thank to the internet consum compar product more than previous and finnish compani are not competit,neutral
5254,oper profit total eur mn up from a loss of eur mn in the fourth quarter of,positive
5255,the real estat compani post a net loss of ó xa -¼ million ó xa -¼ per share compar with a net profit of ó xa -¼ million ó xa -¼ per share for the correspond quarter of,negative
5256,earn per share ep amount to a loss of eur,negative
5257,the biggest seller in the chain s supermarket in finland are organ pirkka tomato carrot egg and meat product,neutral
5258,aapl long,positive
5259,the divest of raisio s margarin busi in may gave the compani a clearer focus on grain-bas product,positive
5260,the total valu of the project is valu at sek bn eur bn usd bn,neutral
5261,cgrantwsj i think this tsla bubbl might go on for some time so long as ppl love the car they might keep get fund,positive
5262,when the product is manufactur in finland it is also pack in the countri,neutral
5263,luv continu to consolid abov previous break out area,positive
5264,i m not sure what s happen,neutral
5265,adp news - nov - finnish ac drive manufactur vacon oyj omx vacv said today that it had set up new repres offic in romania and ukrain to serv the grow market in eastern and southeastern europ,positive
5266,nokia has inaugur it manufactur plant near chennai on mar,neutral
5267,scanfil issu a profit warn on april,neutral
5268,the contract includ design construct deliveri of equip instal and commiss,neutral
5269,the fixed-term contract of mr jarmo ukonaho the current general manag of incap s indian oper will finish by the end of the year,neutral
5270,vnh generat annual net sale of about mln eur and employ peopl,neutral
5271,finland s lead metal group outokumpu said it fourth-quart net profit more than tripl on the back of strong global demand for stainless steel soar base metal price and proceed from the sale of it technolog unit,positive
5272,amzn trail month oper cash flow rose to billion free cash flow decreas to million,neutral
5273,it post a turnov of mln euro mln and an oper profit of mln euro mln for,neutral
5274,the dismiss staff member will now take the matter to court unless it can be settl outsid,negative
5275,linkedin revenu up near lnkd,positive
5276,lemminkñinen start the manufactur of roof felt in and the product of asphalt in the s,neutral
5277,zao yit moskovia build hous in moscow and it surround citi,neutral
5278,the valu of the deal exceed eur the compani said,neutral
5279,the period s sale drop to eur million from eur million accord to the interim report releas today,negative
5280,scanfil a system supplier and contract manufactur to the communic sector will give notic to product employe and temporarili lay off employe at the compani s plant in sievi in finland,neutral
5281,the repo rate will gradual reach at the end of accord to nordea s econom outlook,neutral
5282,symphoni servic provid develop servic for aldata gold,neutral
5283,we have a licens agreement with nokia corp which in part expir on april,neutral
5284,the divest stake repres about m share in okmet s capit,neutral
5285,aapl bounc right now has no vol more vol when it slid,positive
5286,los angeles-bas pacif offic properti trust acquir own and oper offic properti in the western us focus initi on the market of honolulu san diego los angel and phoenix,neutral
5287,in finland the five largest brand control of the beer market,neutral
5288,adanac molybdenum of canada has order grind technolog for it molybdenum project in british columbia canada while shalkiya zinc of kazakhstan has award a contract for grind technolog for the shalkiya zinc-lead project in kazakhstan,positive
5289,as part of the transact the äñnekoski paper mill remain in m-real s ownership and continu galeri art product for sappi under a long-term contract,neutral
5290,deliveri is due in the second half of,neutral
5291,the agreement is valid for four year,neutral
5292,finnish ship compani finnlin of the grimaldi group report it net sale decreas to eur mn in january-jun from eur mn in the correspond period in,neutral
5293,it also has strong asset in electron media employ an increas of percent on last year,positive
5294,mani of the commerci vessel had got stuck in the narrow bay of bothnia where the ice is thicker and around the aaland island,negative
5295,the ventur which will be own by kemira and by ivrcl will oper an inorgan coagul manufactur facil to be built in vishakapatnam vizag in the state of andhra pradesh and to kick off oper in the second half of,neutral
5296,there did not seem to be enough hour in a day for pekkarinen,neutral
5297,aug gawker media deliv by newstex-- if you love fish video game but felt that there just was nt enough wacki involv then activis s nasdaq atvi rapala we fish might just catch your eye with it family-fun hook,neutral
5298,cardona slow her vehicl turn around and return to the intersect where she call,neutral
5299,the manufactur of cpps will be undertaken at the exist export orient unit eou at wartsila s factori at khopoli near mumbai,neutral
5300,i see a percent upsid in fb share from here,positive
5301,in january-jun dilut loss per share stood at eur versus eur in the first half of,neutral
5302,chime communic set to be acquir by wpp and provid,positive
5303,dixon carphon profit boost on strong sale,positive
5304,no other ev devic were involv in this action,neutral
5305,capit expenditur on energi effici has unfortun fallen along with the declin in the economi,negative
5306,found in the compani use a six-step time-focus collabor project approach to improv financi institut revenu stream,neutral
5307,under the agreement geosentr will provid gypsii-pow hotel inform and reserv servic to visitor to china includ such popular citi as beij and shanghai,positive
5308,valga lihatoostus market it product under the mak moorit trademark,neutral
5309,finnish consum packag manufactur huhtamaki oyj said it swung to a net profit of mln euro mln in the first nine month of from a net loss of mln euro mln in the same period of,positive
5310,homebuild - ryl break below support watch this one spi,negative
5311,besid we have increas the share of meat in various sausag and are offer a number of new tast in the grill product and shish kebab segment paavel said,positive
5312,like t for a breakout long as well get through the and ma could see it run,positive
5313,helsinki finland sept globe newswir -- ixono plc expand the compani s smartphon rd servic and establish a new next-gener smartphon design unit in connect with ixono site in jyvaeskyla,positive
5314,axdx i got bore and took my proprietari profit exit i didnt like the option liquid and lousi spread,negative
5315,also in latvia we act as a partner for bakeri custom in both product and product develop,neutral
5316,the total donat amount is eur,neutral
5317,the facil will be use to refin citycon s exist credit facil the compani said,neutral
5318,finnish real estat compani sponda oyj said on april it would build vuosaari harbour servic center at the port of helsinki,neutral
5319,in the build and home improv trade sale decreas by total eur mn,negative
5320,and that s exact what happen on a recent weekday when an east haven baker was brought in to remind resid about the easter tradit of make wheat and rice pie,neutral
5321,the compani move to an oper profit of eur m versus an oper loss of eur m it also turn to ep of eur versus loss per share of eur,positive
5322,the cost of the new ropax vessel are lower than those of the present one,positive
5323,the deal also includ a ten-year mainten agreement,neutral
5324,talvivaara mine compani plc talvivaara mine lse talv a finland-bas nickel mine busi has instal it second product line at it metal recoveri plant on june,neutral
5325,the transact would increas earn per share in the first quarter by some eur,positive
5326,market data and analyt are deriv from primari and secondari research,neutral
5327,iwm buy program pop iwm for close print cheap money mean higher stock price spi robot buy,positive
5328,cencorp would focus on the develop manufactur and market of standard product for product autom,neutral
5329,crucial the decis to use etsi european telecommun standard institut - back dvb-h add to the grow list of oper and equip manufactur opt for the standard see global januari compet technolog vie for mobil tv,neutral
5330,in addit kone sign a two-year mainten contract for the escal,positive
5331,the size of the extens of which alreadi has been let will have a gross area of about sq m sq ft,neutral
5332,the new locat is nt the onli chang wellmont has in store for it air transport servic,neutral
5333,other potenti client includ public administr organ invest in util network and servic,neutral
5334,the steelmak said that the drop in profit was explain by the continu econom uncertainti mix with the current drought in bank lend result in a declin in demand for it product as custom find it increas difficult to fund oper,neutral
5335,the ea reng group post sale of approxim million kroon for,neutral
5336,barclay share price subdu as bank face fresh forex probe,negative
5337,the market expect heineken to sell hartwal as a whole or in part,neutral
5338,in addit to the tulikivi corpor he is also current a member of the board of the follow compani altia corpor jñrvi-suomen portti osuuskunta osuuskunta kpi profil vehicl oy and voimatel oy,neutral
5339,the total invest in the vantaa plant extens will amount to around million euro and okmet s share of the invest will be worth around million,neutral
5340,last year upm cut product close mill in finland and slash job,negative
5341,current the plant oper on full capac,neutral
5342,the report profil compani includ mani key and nich player worldwid such as black decker corpor fiskar corpor fiskar brand inc husqvarna outdoor product inc ks group ryobi technolog inc the scott miracle-gro compani and van group inc,neutral
5343,walter invest manag corp receiv a sell from compass point wac,negative
5344,the move will be carri out by transfer hkscan s production-rel properti plant equip as well as it hold in subsidiari and associ compani in the countri to hkscan finland,neutral
5345,it wo nt happen overnight,neutral
5346,chief execut offic olli-pekka kallasvuo s chang on tuesday mark the third time in nine month the compani has reshuffl execut and oper as nokia lose ground to appl s iphon and rim s blackberri,negative
5347,deutsch bank cut sbux,negative
5348,irish housebuild cairn home plan london list,positive
5349,the reward to be paid on the basi of the earn period will correspond to the valu of a maximum total of componenta corpor share includ also the proport to be paid in cash,neutral
5350,cramo s manag jarmo laasanen said hire of equip and machineri in lithuania differ from the other baltic countri in that in lithuania still mani public structur such as road bridg airport and shop are be built,neutral
5351,oper profit for the quarter april-jun amount to eur m on net sale of eur m,neutral
5352,slv pos been say it for year go lower forget about it or go short,negative
5353,paper compani m-real calcul that if biscuit carton are made use a gsm lighter board the co save over the cours of month would be equal to that generat by drive km by car,neutral
5354,the compani expect to open it first onlin shop in the us in the summer in,neutral
5355,the moscow metro was the first metro system in europ to implement smart card togeth with a new type of magnet card in,neutral
5356,small firm are suffer at the moment becaus they are like to have money troubl he ad,negative
5357,net sale revenu per passeng is expect to increas,positive
5358,return on capit employ roce was a negat compar to in,neutral
5359,indigo and somoncom serv subscrib and had a market share of approxim as of may,neutral
5360,i warm welcom michael frei to outotec,positive
5361,itv share price group mull takeov of canada entertain one,positive
5362,oper profit for the six-month period decreas from eur m while sale increas from eur m as compar to the correspond period in,neutral
5363,the most signific capit expenditur item were in the global enterpris resourc plan erp project product develop and product machin,neutral
5364,kone said in court paper that the union action delay repair to elev at the feder courthous on jan and the saltonstal state offic build on jan,neutral
5365,rd red day in a row tsla,negative
5366,oper profit total eur mn up from an oper loss of eur mn year-on-year,positive
5367,accord to finnish financi servic group sampo s ceo bjârn wahlroo danish dansk bank s acquisit of sampo bank for eur bn was the largest cash deal in finland s econom histori,neutral
5368,f-secur a develop of secur solut as a servic through internet servic provid and mobil oper announc result from it annual onlin wellb survey,neutral
5369,in decemb alon the member of the lithuanian brewer associ sold a total of million liter of beer an increas of percent from the sale of million liter in decemb,positive
5370,coca-cola was the market leader of manufactur with a market share of down from the correspond period in -,neutral
5371,barclay plc lse barc nyse bcs credit agricol sa epa aca cagr,neutral
5372,finnish componenta has publish it new long-term strategi for the period - with the aim of grow togeth with it custom,neutral
5373,the veneer and plywood industri in sweden is quit small despit the raw materi resourc,neutral
