,Sentence,Sentiment
4879,In the third quarter of net sales totaled EUR mn and operating profit EUR mn,neutral
4880,Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a mln euro mln net profit in the fiscal - ended August from a euro net loss in the fiscal -,positive
4881,Swedbank s shares have been hardest hit of the Swedish banks by the ongoing international financial crisis,negative
4882,Finnish silicon wafers maker Okmetic Oyj said on September that it will invest a total of mln euro mln in its sensor wafer business,neutral
4883,The contracts between Raute Corporation and Muling Kemian Wood Products Co Ltd which were announced on November have taken effect,neutral
4884,The Nokia Music Store begins trading on Tuesday selling singles and albums as well as live music streaming,neutral
4885,BP joins forces with Det Norske in Norway,positive
4886,Tekla provides D software for building and infrastructure engineering with a focus on building information modelling of steel and concrete structures from design to construction,neutral
4887,In Comptel slipped to a net loss of EUR m from a profit of EUR m in the previous year,neutral
4888,Australia clears AB Inbevs billion SABMiller buyout plan,positive
4889,For the current year Raute expects its net sales to increase and the operating result -- to be positive,positive
4890,FTSE flat Standard Chartered leads risers,positive
4891,HELSINKI AFX - Metso said it will upgrade one of UPM-Kymmene s four paper machines at the latter s mill in Jaemsaenkoski with a new coating color supply system machine and process controls and quality measurements,positive
4892,Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP has acquired solutions from US business integration solutions provider Sterling Commerce the latter company said in a statement,positive
4893,The net sales of the whole fiscal year will be lower than in and operating profit is estimated to be negative,neutral
4894,These restrictions do not apply to statutory dividends,neutral
4895,Finnish business software group AffectoGenimap Oyj said its net profit halved to mln euro mln in the first nine months of from mln euro mln in the same period of,negative
4896,Exports of goods fell by and imports by,neutral
4897,DXCM - Making higher highs higher lows as it consolidates over past several weeks was all time high,positive
4898,Equity ratio was compared to In the third quarter of net sales of the Frozen Foods Business totaled EUR up by about from the third quarter of,positive
4899,Finnair PLC carried a record million passengers in an increase of percent on the previous year the Finnish national carrier reported Tuesday,positive
4900,The solid fuel is heated before sludge is mixed therein,neutral
4901,Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process,neutral
4902,Sales for the Department Store Division increased by and sales for the clothing store subsidiary Seppala increased by Meanwhile sales for Hobby Hall decreased by,positive
4903,Nokia s US shares were percent lower at by GMT,neutral
4904,ENDP being sued by FTCnobody will buy them with that hanging over their heads,negative
4905,September - Finnish electrical components maker Salcomp Oyj HEL SALV announced today the launch of its latest Twist charger platform,neutral
4906,The EBRD is using its own funds to provide a million A loan while the B portion of million Euros has been syndicated to two Finnish commercial banks Nordea Bank Finland Plc and Pohjola Bank Plc,neutral
4907,Shareholder s full name and ID code - Petri Ailus born For further information please contact Isto Hantila CEO tel,neutral
4908,GMCR with the way this has been acting it may fall to today horrible action since it hit yesterday,negative
4909,After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe,positive
4910,The financial impact is estimated to be some MEUR annual improvement in the division s result starting from fiscal year,positive
4911,Cargotec s share capital after the increase totals euros,neutral
4912,Olvi expects sales and market share to increase in the first quarter of,positive
4913,The plant will collect raw material from the Baltic Sea region,neutral
4914,Both operating profit and net sales for the six-month period increased respectively from EUR m and EUR m as compared to the corresponding period in,positive
4915,Tesco share price closes higher as two more directors leave grocer,positive
4916,The total capital of funds managed by the bank decreased by to EUR mn by the end of September,negative
4917,The chain posted sales of million euros for full a rise of percent year-on-year,positive
4918,During the strike Finnair estimates to incur a net loss of between EURm and EUR m per day,neutral
4919,In contrast the company s net loss for the third quarter of contracted to EUR million from EUR million for the corresponding period a year ago,positive
4920,Net sales by the Sata-Flexo Group came to some EUR m in and the group companies employed a total of people,neutral
4921,YIT CORPORATION SEPT at CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT S CAPITAL MARKETS DAY IN LONDON SEPT On Wednesday September YIT will hold a Capital Markets Day for investors and analysts in London,neutral
4922,Finnish financial group Aktia s operating profit for increased to EUR mn from EUR mn in,positive
4923,UPM-Kymmene produces magazine papers and newsprint as well as fine and specialty papers converting materials and wood products,neutral
4924,One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard,neutral
4925,In the first nine months of the company s net loss narrowed to EUR from EUR million for the corresponding period of,positive
4926,A total of new Citycon shares with a nominal value of EUR per share were subscribed between and March exercising the A-B-C options based on the company s stock option plan,neutral
4927,Sales have risen in other export markets,positive
4928,Industry NewsWolseley confident in reslilience amid mixed markets,positive
4929,The agreement expands Tekla Structures scope of use to bridge design,positive
4930,Maglan Capital Up In February Long Fairpoint FRP,positive
4931,There are no substitutes to AC drives,neutral
4932,The power generated annually by Loviisa covers about of Finland s electricity consumption,neutral
4933,If the employee leaves the company within the duration of the cover the money invested to ensure commitment is returned to the company,neutral
4934,Nordea Bank Estonia is part of the largest financial group in the Nordic countries,neutral
4935,In Alma Media s operating profit was about EUR mn,neutral
4936,The figure includes the change in the fair value of the property portfolio EUR million,neutral
4937,Profit for the period totalled EUR mn down from EUR mn in the corresponding period in,negative
4938,In Lee Man had a combined annual production capacity of close to million tonnes of paper and tonnes of pulp,neutral
4939,Net sales for the financial year are expected to amount to about EURm and the operating result EBIT is expected to be a loss as announced before,negative
4940,ADP News - Oct - Finnish lifting equipment maker Konecranes Oyj OMX KCRV said today that its net profit rose to EUR million USD m in the first nine months of from EUR million for the s,positive
4941,The company booked April-June new orders worth mln eur compared with mln eur in the same period a year ago,positive
4942,UK WINNERS LOSERS Aviva And Friends Life Lead FTSE Gainers,positive
4943,Shell challenges Exxon dominance with billion-pound bid for BG,negative
4944,Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system,positive
4945,The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings the European unit of Smithfield Foods Inc SFD of the US,neutral
4946,The credit covers approximately of the ship s price,neutral
4947,Profit for the period totaled EUR mn up from EUR mn in the corresponding period in,positive
4948,We hope to increase traffic volumes with the opening of Freight One Scandinavia,positive
4949,CRK time to accumulate for a long position with far more upside than downside,positive
4950,Sanoma is a buyer not a target he said,neutral
4951,This wood lacquered clock comes with a stripy hand-crocheted cover,neutral
4952,The reduction notice applied to people,negative
4953,Operating profit improved by to EUR mn,positive
4954,INTU is in the process of streamlining its structure especially through divestment of non-core businesses,positive
4955,com and possibly also through photo-msn,neutral
4956,In Q of Bank of àland s net interest income increased from EUR mn to EUR mn,positive
4957,It is being developed by Symbian the software licensing consortium led by Nokia,neutral
4958,As a result the number of personnel in Finland will be reduced by,neutral
4959,Adjustment to the fall in price level in contrast has been less effective,negative
4960,ADP News - Jan - Finnish industrial and environmental measurement equipment maker Vaisala Oyj OMX VAIAS said yesterday it will develop an operational reference radiosonde for climate change observations,neutral
4961,TeliaSonera has secured deliveries for G modems with support for G and G during the second quarter,positive
4962,The previous offer was of voting rights and of capital,neutral
4963,EA Launches Origin Online Game Distribution for Mac via MacRumors EA,positive
4964,Acquisitions have been made and businesses have been well integrated,positive
4965,Expense ratio was compared to in the corresponding period in,negative
4966,Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry as well as products used in environmental protection,neutral
4967,ALEXANDRIA Va March -- Patrik Flykt and Timo Alakoski both of Helsinki Finland and Tapio Suihko and Nadarajah Asokan both of Espoo Finland have developed a method of mobility support of Internet-type protocol traffic in a communication system,neutral
4968,Proving that good cellphone design is truly a work of art the website for the Nokia provides a colorful canvas for the expression of mobile-inspired sentiments,positive
4969,Equity indexes working on a positive engulfing for March SML RUT IWC SMH SOX Small-caps semis with a fakeout before the bout,positive
4970,Finnish metal components supplier Componenta Oyj said its net profit went up to mln euro mln in from mln euro mln in,positive
4971,The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around pm on Wednesday and the Regal Star s journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at am on Thursday,neutral
4972,AGJ recorded EUR mln sales in most of which was generated by exports to customers in Western Europe the statement said,neutral
4973,Alma Media expects its net sales to increase as forecast previously,positive
4974,Poyry is recognized as one of the world s leading advisors to the global forestry industry,positive
4975,Finnish Cargotec s Kalmar the business area providing container handling solutions has been awarded an order for a further ten E-One rubber-tyred gantry RTG cranes from Saigon Newport Company SNP in Vietnam,positive
4976,GOOG breakout very likely medium target,positive
4977,October - Finnish environmental management company Lassila Tikanoja Oyj HEL LATV or LT said today its net profit declined to EUR m for the first nine months of from EUR m for the same period a year earlier,neutral
4978,In the Baltic states the company reports net sales of EUR mn down from EUR mn and an operative EBIT of EUR - mn down from EUR - mn,neutral
4979,The company said that the fall in turnover had been planned,neutral
4980,About of this came from Aspo Chemicals from Aspo Shipping and from Aspo Systems,neutral
4981,Earnings per share were higher at against a year before and ahead of market consensus of eur,positive
4982,Luna took fifth place on six-under a shot behind Spain s Beatriz Recari and Germany s Martina Eberl while Welsh player Becky Brewerton was the highest-placed British finisher sharing seventh place on three-under after shooting,neutral
4983,The decision of the French Court relates to the claims raised by twenty-one former Aspocomp SAS employees the company said,neutral
4984,Samsung currently occupies third place and lost ground during the quarter dropping by to an share overall,neutral
4985,Nokia Siemens Networks has struggled to make a profit in the past two years,negative
4986,The insurance division turned a EURm profit,neutral
4987,Net profit in the period in was EURO million,neutral
4988,CapMan made its initial investment in OneMed in June,neutral
4989,On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups how much energy various products contain and what is the nutritional content of all purchases,neutral
4990,Okmetic has used the furnaces for the contract manufacturing of solar crystals,neutral
4991,Nevertheless the development can not be allowed to ruin the print newspaper which continues to be Sanoma News main medium,neutral
4992,ADP News - Apr - Finnish business information systems developer Solteq Oyj HEL STQV said today its net loss widened to EUR USD for the first quarter of from EUR for the same peri,negative
4993,Benefon will turn the Salo unit into a BB business unit and establish a BC business unit in the UK,neutral
4994,Results are expected late in,neutral
4995,GILD Sandbagged the guidance so the can use that last billion up CC was cautiously optimistic wait til Next ER for confirmation,neutral
4996,fi is developing cooperation in keyword advertising with Microsoft,positive
4997,The contract value amounts to about EURm the company added,neutral
4998,Kalnapilio-Tauro Grupe Kalnapilis-Tauras Group which is owned by Denmark s Royal Unibrew raised its market share to percent from percent as beer sales for the nine months jumped by percent to million liters,positive
4999,A total of Wonderware Certified SIs are available to integrate and support Wonderware products such as InTouch -« HMI software IndustrialSQL Server historian Wonderware Information Server DT Analyst software or QI Analyst SPC software,neutral
5000,Timo Penttila has been appointed new manager responsible for the asset management of Nordea s institutional customers in Finland,neutral
5001,The company s goal is to achieve annual savings of EUR million USD m of which two thirds are to be realized in,positive
5002,The company offers payroll services including payroll processing payroll tax administration and employee pay services including direct deposit check signing and Readychex,neutral
5003,In China Finnish Kone that provides elevators escalators and solutions for modernisation and maintenance will build escalators that will be installed in a high-speed railway section between Beijing and Shanghai in a years time,positive
5004,FinancialWire tm in cooperation with the Investrend Broadcast Syndicate also provides complete daily conference call and webcast schedules as a service to shareholders and investors via the FirstAlert tm Networks oeFirstAlert tm Daily,neutral
5005,Return on investment was compared to in,positive
5006,The OMX Helsinki ended pct lower at and the OMX Helsinki was down pct at on bln eur turnover,negative
5007,The decision of Tekes was based on among other the following grounds the project has a significant impact on the business development of the company,neutral
5008,STUK today is a full service house expert in radiation and nuclear safety issues,neutral
5009,In April Neste separated from its parent company Finnish energy company Fortum and became listed on the Helsinki Stock Exchange,neutral
5010,Finnish Bank of àland reports operating profit of EUR mn in the first quarter of down from EUR mn in the corresponding period in,neutral
5011,Nordea Group s operating profit increased in by percent year-on-year to billion euros and total revenue by percent to billion euros,positive
5012,Looking for a strong bounce SPY -- Lunchtime rally coming DIA IWM QQQ AA FB,positive
5013,Fixed Mobile Convergence solutions represent a key value proposition in today s communication market,neutral
5014,Most of the growth in beer consumption took place in the Far East Latin America and Africa,neutral
5015,Qualcomm Dividend Increase Rewards Patient Investors The Future Looks Bright QCOM,positive
5016,He is resting comfortably and is looking forward to getting back to work,neutral
5017,The E smartphone will be available for Rs per handset across India Nokia India vice-president managing director D Shivakumar told reporters,neutral
5018,Stockmann was established in in Finland and it became the first foreign company to enter Russia s retail trade market in,neutral
5019,Operating loss totalled EUR mn down from a profit of EUR mn in the first half of,negative
5020,Operating profit totalled EUR mn down from EUR mn in the first half of,neutral
5021,RNN More bleeding Monday,negative
5022,Nordstjernan will make the offer in approximately one month in September,neutral
5023,So Mr Galvan made savings adjustments of his own buying less liquor and watching portion sizes,neutral
5024,The parties have agreed not to disclose the price of the deal the group said in a press release,neutral
5025,ALEXANDRIA Va March -- Jaakko Vilo of Turku Finland has developed a panel press,neutral
5026,Liquid handling products include electronic and mechanical pipettes disposable tips as well as pipette maintenance and calibration services for research institutions healthcare and industrial laboratories,neutral
5027,Antniemi refuted a report by the Finnish daily Turun Sanomat as if the company was reorganizing its operations in the Baltic countries,neutral
5028,PNC Goldman Sachs Receive Dividend Hike Green Light But Dont Act PNC GS,positive
5029,Following the payment made in April the company has a total of EUR million in loans from financial institutions,neutral
5030,These companies own a sq m office and commercial building and substantial amount of building right for a new shopping center in Liljeholmen Stockholm,neutral
5031,Profit for the period increased from EUR mn to EUR mn,positive
5032,QIHU totally missed this one was about to jump in on that break test but didnt congrats shorts,negative
5033,The utility will also provide services related to electricity management such as hedging trades and risk management and reporting,neutral
5034,KO had missed earnings expectations for the last two quarters so today’s strong results came as a major surprise,positive
5035,Latvia s Stockmann shopping mall is a subsidiary of Finland s Stockmann Plc,neutral
5036,Finnish investment group Neomarkka Oyj HEL NEMBV said today that it will buy the former production facilities of Kuitu Finland Ltd as part of negotiations on the option to invest in specialty cellulose fiber business,neutral
5037,In January-September the group s net sales from continuing operations rose to EUR mn from EUR mn in the corresponding period in,positive
5038,Simultaneously with this merger plan another merger plan has been signed according to which Suomen Projektivuokraus Oy a subsidiary of VTM-Rakennuskonevuokraamo Oy would be merged with VTM-Rakennuskonevuokraamo Oy,neutral
5039,Finnish electronics contract manufacturer Scanfil reports net sales of EUR mn in the second quarter of down from EUR mn a year earlier,neutral
5040,Beyond the improved voice capabilities customers now have a streamlined way to comply with recalls and other traceability requirements providing them with a competitive advantage,positive
5041,CORRECTED-Shire to buy Dyax for about bln,positive
5042,It also includes the installation of new equipment training and start-up services as well as service work of the shoe press delivered by Vaahto in,neutral
5043,Nokia is also negotiating the product portfolio of the new company,neutral
5044,Glencore slumps percent as debt fears grow,negative
5045,The value of the order is EUR mn,neutral
5046,The company said that it has agreed to a EURm unsecured credit line from lenders,neutral
5047,The agreement which will cover monitoring maintenance server capacity service and backups has a one-year extension option,neutral
5048,BBRY Sierra Has a great cash balance and impressive growth rateWould be a wonderful marriage!,positive
5049,Profit after taxes for the period was up to EUR m from EUR m last year,positive
5050,Oka specialises in new construction renovation work of residential and non-residential building as well as premises for industrial and logistical use,neutral
5051,Neste Oil s refineries have a combined crude oil refining capacity of approximately barrels a day,neutral
5052,The net sales decreased to EUR million from EUR million,neutral
5053,In Etteplan had turnover of EUR m,neutral
5054,Pretax profit rose to EUR mn from EUR mn in the corresponding period in,positive
5055,Net sales of Finnish Sanoma Learning Literature of Finnish media group Sanoma decreased by in January-June totalling EUR mn down from EUR mn in the corresponding period in,neutral
5056,The size of a cider bottle will remain unchanged,neutral
5057,Finlan s listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR mn to EUR mn in from EUR mn in the year before,positive
5058,Revenue in the quarter fell percent to EURO billion compared to a year earlier,negative
5059,EBIT excluding non-recurring items was estimated to increase from,positive
5060,What we think,neutral
5061,Keith Skeoch to step up as David Nish quits as chief executive of Standard Life,neutral
5062,The upgrade is intended to raise the network capacity from MHz to MHz in several cities enabling bi-directional services for digital television as well as broadband data,positive
5063,No financial details were provided,neutral
5064,Tesco share price tumbles after negative broker note,negative
5065,According to Finnish Lñnnen Tehtaat s CEO Matti Karppinen now that Lñnnen Tehtaat has sold the majority of its feed and grain business it will quickly start to look for acquisitions,neutral
5066,Finnish IT consultancy Satama Interactive Oyj said on November that Jarmo Lonnfors took up the position of CEO,neutral
5067,According to the company the lay-offs will be temporary,neutral
5068,Cargo traffic fell year-on-year to tonnes in September,neutral
5069,Rihko started to manage Raisio s Benecol business in summer after heading tobacco company Altadis European operations,neutral
5070,The Financial Statements and Interim Reports will be released around at am Finnish time on the given dates,neutral
5071,The company was supposed to deliver machinery to a veneer mill in the Tomsk region in Russia,neutral
5072,In the building and home improvement trade net sales totalled EUR mn down from EUR mn a year earlier,negative
5073,The talks involved the Food and Ingredients Divisions as well as group service functions the company said,neutral
5074,Lloyds Banking Groups share price lifts amid reports bank is poised to axe hundreds of UK jobs,positive
5075,Outokumpu of Finland stainless steel manufacturer plans to enter into a supply agreement with the Indian Railways,positive
5076,Shire share price under pressure after bn Baxalta deal,negative
5077,However he expects banks to provide alternative financing,positive
5078,It would be premature to talk about dates volume and the investment procedure he said,neutral
5079,The Russian government will contribute of the necessary funds he said,neutral
5080,We are now in a position to pursue novel clinical candidates going forward,positive
5081,Cymed s net sales are expected to amount to EUR mn in,neutral
5082,Operating profit decreased to nearly EUR mn however,negative
5083,Following the acquisitions Panostaja will establish a new business unit which will focus on heat treatment of metals,neutral
5084,Finland s Neste Oil has been awarded the Chemical Industry Federation of Finland s Innovation Award for its NExBTL technology which enables biodiesel to be produced from vegetable oil and animal fat,positive
5085,The Finnish paints company acquired the remaining pct that it did not own from Ukraine s LGU for an undisclosed sum,neutral
5086,Atria will also buy the shares of Kauhajoen Teurastamokiinteistot Oy Kauhajoki slaughterhouse propertyfrom Itikka Co-operative,neutral
5087,Terms of the acquisition were not disclosed,neutral
5088,Combined with the Basware Enterprise Purchase to Pay portfolio it provides a high level of automation for procurement and invoice workflows,neutral
5089,The company generates net sales of about mln euro mln annually and employs,neutral
5090,RSA Insurance Hires Towergates Egan as Chief Financial Officer,neutral
5091,Via the move the company aims annual savings of some EUR million USD m the main part of which are expected to be realized this year,positive
5092,However the bottom-line result improved thanks to positive financial items,positive
5093,NFLX of the lows,positive
5094,NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger,negative
5095,Ahlstrom headquartered in Helsinki Finland is a global leader in the development manufacture and marketing of high performance fibre-based materials,neutral
5096,DMND green and moving,positive
5097,In Q of profit before taxes amounted to EUR mn down from EUR mn in Q of,neutral
5098,The value of this kind of order amounts usually between Euro and million,neutral
5099,The cosmetics collection includes an eye shadow face powder lip gloss mascara and accessories,neutral
5100,The increase range will vary up to,neutral
5101,LSE-Deutsche Boerse merger would signal end to exchange mega-deals,positive
5102,Operating profit for continuing operations fell to EUR mn from EUR mn in the first half of,negative
5103,The company then said it will focus its resources on clinical research,neutral
5104,Glaston s net profit for the third quarter of dropped to mln euro mln from mln euro mln for the corresponding period of,neutral
5105,The Tekla Structures installation has been built according to Microsoft s requirements for the Windows certification the Company added,neutral
5106,AstraZeneca Acquires ZS Pharma in Billion Deal,positive
5107,LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE,neutral
5108,Kone shares dropped percent to xac US in Helsinki,negative
5109,In Huhtamaki will continue to invest in organic growth,neutral
5110,The Daily Graphic newspaper in October reported an initiative being embarked upon by the Fidelity Bank to partner Ghana Post which has offices across the country to offer financial services to the unbanked and under-banked in the country,neutral
5111,Glaston s own glass processing unit Tamglass Glass Processing is a manufacturer of high quality safety glass products operating in Finland,neutral
5112,Of these shares are held by the Company and the number of outstanding shares and voting rights attached to the shares amounts thus to,neutral
5113,UK Stocks Little Changed Near Record as Barclays Shell Fall,negative
5114,AMRN Got sell signal still in force with target below,negative
5115,Mr Mikko Saavalainen head of Comptel s Global Sales concludes Gibtelecom provides a perfect illustration of the variety of business technical and regulatory challenges operators are facing in their OSS today,neutral
5116,ALEXANDRIA Va Oct -- United States Patent no issued on Sept was assigned to Vacon Oyj Vaasa Finland,neutral
5117,Finnish food industry companies HK Ruokatalo and Atria will form a joint venture company called Lñnsi-Kalkkuna to produce turkey meat,positive
5118,Its annual capacity is some MW,neutral
5119,SP has kept its sell rating while Nordea and UBS have reaffirmed their buy recommendations,neutral
5120,Operating profit excluding restructuring costs grew to EUR million from EUR million while operating profit including restructuring costs showed even larger growth to EUR million from EUR million,positive
5121,Revenue from July to September grew percent to EURO billion the Finnish company said Thursday,positive
5122,Operating profit rose to EUR mn from EUR mn in the corresponding period in representing of net sales,positive
5123,KCG bot at,positive
5124,In Finland the Bank of àland reports its operating profit fell to EUR mn in the second quarter of from EUR mn in the second quarter of,negative
5125,In a separate announcement to the Helsinki stock exchange Atria revealed that the company s third quarter profits declined from EUR m in the third quarter of last year to EUR m in this year s Q,neutral
5126,The Finnish group anticipates a sales gain of EURm after tax and expenses,positive
5127,Operating loss of the Pulp Paper Machinery unit was over EUR mn in September - August compared to a profit of EUR mn a year earlier,negative
5128,In the Baltic countries sales fell by and in Russia by in terms of euros and by in terms of local currency,negative
5129,CompaniesKingfisher bid for Mr Bricolage runs into trouble,negative
5130,The fair value change of investment properties was EUR mn compared to EUR mn in the third quarter of,neutral
5131,The company plans to expand into the international market through its subsidiaries and distributors from onwards,positive
5132,The investment would be some EURm,neutral
5133,According to Finnish insurance companies Tapiola Local Insurance Group Lñhivakuutus and Pohjola the two fierce storms at the end of July and in the beginning of August that felled trees around Finland have speeded up sales of forest insurance,positive
5134,GLD On closer inspection Resistance points north at d and downward trendline Chart of,negative
5135,In Sweden the agreement covers data communication services as well,neutral
5136,KEP breaking out when the market pulls back,positive
5137,The latest date for registration is on April,neutral
5138,Mr Skogster currently serves as the manager responsible for ABB Oy s system modules for low voltage drives,neutral
5139,Pretax profit totaled EUR mn down from EUR mn in,neutral
5140,The rationalization of the operations seeks to achieve over EUR million in yearly savings as from the second quarter of the current financial year,positive
5141,Metso s delivery will include a complete coated board line with related air systems and two winders,neutral
5142,The reductions will be concluded by autumn,neutral
5143,The company also said that its board of directors has proposed a profit distribution of EUR per share,neutral
5144,MPWR CEO sells k april thmeh,negative
5145,Please inform IR Johanna Koskinen of your participation no later than April at am A telephone conference for financial analysts and investors conducted in English will begin at pm Finnish time EET,neutral
5146,The bank forecasts Finland s GDP will grow by in and in,positive
5147,HLF shorts made a killing last couple days might make more if cover and buy back,negative
5148,ADPnews - Aug - Finnish media group Ilkka-Yhtyma Oyj HEL ILKS said today its net profit fell on the year to EUR million USD m in the first half of,negative
5149,Chief Financial Officer Jim Heindlmeyer said Beyond Oblivion is in advanced talks with the four major recording companies about its service,neutral
5150,In addition the production at the Varpaisjâ rvi factory will be stopped at the beginning of April,negative
5151,E s building system service had revenue of EUR mln in,neutral
5152,Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats,positive
5153,Budapest August MTI - Finnish electronics maker Elcoteq will lay off workers at its plants in Pecs S Hungary at the end of September because of falling orders communications director for Elcoteq s local unit Zoltan Krippl told MTI on Monday,neutral
5154,The product range includes marinated olives cold cuts and pates for example,neutral
5155,Aldata noted that its Voice Supply Chain Technology approach enables VDW to integrate with warehouse management systems,neutral
5156,NASDAQ-listed Yahoo Inc has introduced a new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones,positive
5157,Of these shares are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to,neutral
5158,SRV will also build an aqua park with wellness area a restaurant and a multifunctional ice arena,neutral
5159,P bull flag on the daily earnings on the table tomorrow - moveWill straddle this one into earningslots of vol guaranteed here,positive
5160,Sainsbury sales slip again as price pressures take a toll,negative
5161,Since the association s data do not cover sales figures from about small local breweries and sales of imported beer products the actual market shares of its members are smaller than those given in the report,neutral
5162,The deal is in line with Etteplan s strategy to operate as a partner of global customers and provide industrial technology design services,neutral
5163,According to HKScan Finland the plan is to increase Jñrvi-Suomen Portti s net sales to EUR mn to EUR mn,positive
5164,Watch these bancostheyre holding up relatively well compared to the broad market XLF BAC GS C --large C buying in BAC in backburner,positive
5165,The divested company is part of TietoEnator s business area Government Manufacturing Retail,neutral
5166,Rosen was cautious about being too optimistic inregard to the second half of the year,neutral
5167,The seminar introduced modern clean technologies and products financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in Vietnam,positive
5168,In the reporting period net sales rose by year-on-year to EUR m due to the business acquisitions realized during the first half of - the effect of which was EUR m in the review period,positive
5169,Apartments of YIT Home may be purchased in regions of Russia where YIT subsidiaries carry out their activities Moscow and Moscow region St Petersburg Ekaterinburg Kazan and Rostov-on-Don,neutral
5170,BONE Earnings Stocks Poised to Pop,positive
5171,Finnish KCI Konecranes has raised its net sales growth estimate for from over to over,positive
5172,Spains Caixabank launches new takeover bid for Banco BPI,positive
5173,STOCK EXCHANGE ANNOUNCEMENT July BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of shares have been subscribed with BasWare Warrant Program,neutral
5174,Finnish Scanfil a systems supplier and contract manufacturer to the communications sector and the electronics industry reports net sales of EUR mn in the first quarter of which are only a per cent smaller than in the corresponding period in,negative
5175,Entertainment One dispels ITV takeover rumours,positive
5176,The dividends payable annually shall be deducted from the share subscription price,neutral
5177,New product launches in Finland will more than double from,positive
5178,This assignment strengthens Poyry s position as an international provider of engineering and project services to the chemical process industry,positive
5179,Our customers come from the following countries UK USA Spain France Italy Germany China Sweden Norway Netherlands Austria Belgium Switzerland Czech Republic Serbia Finland Canada Russia Ukraine Portugal Denmark Ireland South Korea Estonia and Liechtenstein,neutral
5180,Alpina Sports is a Lebanon New Hampshire USA based distributor of eg Alpina ski shoes and skis Exel ski poles Start ski waxes and now also Peltonen cross-country skis,neutral
5181,Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure,positive
5182,Reported operating margin was a negative,negative
5183,The purchase price was not disclosed,neutral
5184,Okmetic expects its net sales for the first half of to be less than in,neutral
5185,Finnish pharmaceuticals company Orion s net sales rose to EUR mn in the first quarter of from EUR mn in the first quarter of,positive
5186,The company is well positioned in Brazil and Uruguay,positive
5187,Upside moves in the volatile mining sector sending Anglo American PLC AAL up as of PM London time,positive
5188,Sales were down per cent in Finland and up per cent abroad where sales were lifted by the strong growth in sales in Russia and Lithuania,neutral
5189,FB down from this bearish pattern Considering the bullish sentiment - Thats an impressive bearish move,negative
5190,That would be an increase from estimated sales of million last year,positive
5191,According to Seppñnen the new technology UMTS solution network building costs are by one-third lower than that of the building of G networks operating at MHz frequency,positive
5192,To be number one means creating added value for stakeholders in everything we do,neutral
5193,Number of offers received for this contract is two,neutral
5194,Donations to universities The Annual General Meeting authorized the Board of Directors to donate max,neutral
5195,It expects revenue between billion and billion compared to analyst estimates of billion,neutral
5196,LSE gets Hong Kong regulatory nod to HK firms to become LSE members,positive
5197,The Diameter Protocol is developed according to the standards IETF RFC and IETF RFC,neutral
5198,Underground parking facilities will also be built on the basement floor,neutral
5199,DISH weakness continues again area resistance after last week,negative
5200,FusionIQ NEW Positive Timing Signal on SBUX Today Please Retweet Signals,positive
5201,The representative body of Swedish Meats approved an improved offer from Finnish HK Ruokatalo to acquire the company,positive
5202,M-real s sales are expected to have increased by year-on-year to EURm in the second quarter of,positive
5203,Weber convinced his friend Ray Ostrom who owned a Lake Street sporting goods store to sell the lures,neutral
5204,AAPL is now beaten down hated etc hhhmm opposite of what happens next,negative
5205,The most significant challengers in the market are Logset and Sampo-Rosenlew,neutral
5206,The District Court of Helsinki dismissed all charges as the court of first instance in,positive
5207,Teleste BK Optiflex amplifier products will be used in ongoing capacity upgrade of KDG s network to bi-directionality,neutral
5208,The business units of the InvestLesProm Group cover the full forest industry chain and the Group owns forests sawmills paper and pulp mills and other processing plants,neutral
5209,Previously the company expected its financial performance to remain at the same level as in,neutral
5210,Insurers Admiral blows hot and cold but Aviva soars pre-Friends Life merger,neutral
5211,Retail giant Kingfisher reports solid start to the year,positive
5212,Maximum amount of terminations in Finland is employees the company added,neutral
5213,TSLA yeah lets go down to s lol,negative
